,date,T,TM,Tm,SLP,H,PP,VV,V,VM,Month,years
4726,28,32.1,41.0,22.2,1004.3,27.0,0.0,4.0,28.0,35.2,3,1996
4727,1,27.4,36.0,14.1,1006.9,16.0,0.0,3.7,4.1,20.6,4,1996
4728,2,27.8,37.4,16.5,1006.8,16.0,0.0,4.0,6.7,20.6,4,1996
4729,3,30.6,39.0,17.5,1006.2,9.0,0.0,3.7,12.4,24.1,4,1996
4730,7,30.4,37.0,21.2,1010.0,19.0,0.0,4.0,21.9,29.4,4,1996
4731,8,30.6,37.8,22.3,1009.4,14.0,0.0,4.0,11.9,25.9,4,1996
4732,9,29.3,38.8,21.4,1006.1,10.0,0.0,4.0,22.8,33.5,4,1996
4733,13,31.2,39.2,21.7,1008.7,17.0,0.0,4.0,14.6,25.9,4,1996
4734,14,29.6,38.4,20.5,1010.4,20.0,0.0,4.0,10.2,25.9,4,1996
4735,15,29.6,39.3,21.0,1006.8,14.0,0.0,4.0,6.9,24.1,4,1996
4736,19,27.2,34.8,22.7,1007.8,43.0,0.25,4.0,11.5,27.8,4,1996
4737,20,29.7,38.1,19.1,1006.8,32.0,3.3,4.0,14.3,27.8,4,1996
4738,21,29.0,38.0,21.2,1006.5,30.0,0.0,4.0,12.2,27.8,4,1996
4739,25,32.8,41.8,24.0,1003.0,17.0,0.0,4.0,21.7,29.4,4,1996
4740,26,32.4,41.8,22.4,1004.2,20.0,0.0,6.3,20.4,33.5,4,1996
4741,27,34.9,43.2,25.4,1001.6,26.0,0.0,4.0,24.1,29.4,4,1996
4742,28,30.166666666666668,38.70666666666666,20.733333333333334,1006.7466666666667,20.2,0.23666666666666666,4.113333333333333,14.379999999999999,27.046666666666667,4,1996
4743,1,31.9,41.0,24.2,1002.3,20.0,0.0,4.0,22.4,29.4,5,1996
4744,2,30.1,39.8,23.0,1004.2,31.0,0.0,4.0,19.1,29.4,5,1996
4745,3,30.9,39.0,21.7,1005.4,26.0,0.0,4.0,16.7,20.6,5,1996
4746,7,33.0,42.1,23.1,1004.4,11.0,0.0,4.0,14.6,22.2,5,1996
4747,8,34.6,42.1,25.5,1002.9,14.0,0.0,4.0,19.8,25.9,5,1996
4748,9,32.8,41.1,25.7,1003.4,21.0,0.0,4.0,21.7,35.2,5,1996
4749,13,32.0,39.7,25.0,1005.6,33.0,0.0,10.9,22.4,31.3,5,1996
4750,14,32.2,39.0,24.1,1005.0,31.0,0.0,4.0,23.9,27.8,5,1996
4751,15,30.1,35.0,24.7,1007.8,42.0,0.0,4.0,10.4,18.3,5,1996
4752,19,32.2,39.8,26.7,1004.4,29.0,0.0,4.0,16.1,29.4,5,1996
4753,20,31.9,39.4,25.0,1005.6,35.0,0.0,4.0,12.8,25.9,5,1996
4754,21,33.6,41.1,25.0,1005.1,31.0,0.0,4.0,10.2,18.3,5,1996
4755,25,36.6,42.3,28.2,1012.9,23.0,0.0,4.0,11.7,20.6,5,1996
4756,26,34.6,42.4,25.5,1003.1,21.0,0.0,4.0,9.1,16.5,5,1996
4757,27,36.2,42.2,28.4,999.9,21.0,0.0,4.0,22.4,29.4,5,1996
4758,31,36.7,43.6,25.5,1002.2,27.0,0.0,4.0,14.3,22.2,5,1996
4759,1,36.6,44.4,29.0,1001.4,21.0,0.0,4.0,18.7,27.8,6,1996
4760,2,33.7,43.2,27.1,1001.0,30.0,0.0,4.0,20.0,31.3,6,1996
4761,3,33.9,42.0,26.5,999.7,34.0,0.0,4.0,20.0,31.3,6,1996
4762,4,31.400000000000002,38.43333333333334,24.92,1000.3533333333334,47.46666666666667,0.7446666666666667,3.9066666666666667,21.259999999999998,30.82,6,1996
4763,8,31.9,40.5,25.6,1002.0,45.0,0.0,4.0,19.1,27.8,6,1996
4764,9,34.0,42.0,27.2,1001.6,38.0,0.0,4.0,20.4,29.4,6,1996
4765,10,32.7,39.6,23.8,1003.4,44.0,1.02,3.4,18.5,27.8,6,1996
4766,14,33.6,39.0,25.4,996.3,44.0,7.87,4.0,8.0,29.4,6,1996
4767,15,31.1,39.7,25.4,994.7,51.0,0.76,4.0,7.4,16.5,6,1996
4768,16,34.4,41.0,24.5,994.0,38.0,0.0,4.0,5.9,11.1,6,1996
4769,20,25.5,31.5,23.0,998.4,79.0,0.0,3.7,25.0,33.5,6,1996
4770,21,27.4,32.9,22.5,999.9,68.0,1.52,4.0,34.4,44.3,6,1996
4771,22,30.1,34.6,23.5,1000.1,50.0,0.0,4.0,39.8,48.2,6,1996
4772,26,29.2,35.7,24.2,1003.2,57.0,0.0,4.0,25.9,33.5,6,1996
4773,27,28.8,35.3,24.1,1005.0,57.0,0.0,4.0,29.3,35.2,6,1996
4774,28,28.1,35.1,22.0,1004.6,56.0,0.0,3.5,26.5,35.2,6,1996
4775,1,28.1,33.4,22.5,1003.8,69.0,19.56,3.7,25.4,29.4,7,1996
4776,2,29.8,36.8,23.7,1004.4,61.0,0.0,4.0,22.0,29.4,7,1996
4777,3,30.7,35.6,24.0,1005.3,55.0,0.0,4.0,20.9,29.4,7,1996
4778,7,26.6,36.9,24.4,1001.8,75.0,4.06,3.4,13.5,27.8,7,1996
4779,8,26.9,32.6,23.5,1002.8,78.0,11.43,3.7,9.1,22.2,7,1996
4780,9,27.1,33.6,24.0,1003.0,81.0,18.8,3.7,6.3,22.2,7,1996
4781,13,29.8,34.4,25.1,1000.1,63.0,0.0,4.0,19.4,27.8,7,1996
4782,14,27.7,35.4,24.3,1000.6,75.0,0.0,4.0,10.4,25.9,7,1996
4783,15,28.6,33.0,23.4,999.5,74.0,21.84,4.0,5.7,18.3,7,1996
4784,19,27.9,33.2,24.5,998.6,76.0,0.0,4.0,11.5,22.2,7,1996
4785,20,27.6,32.6,24.6,998.8,77.0,4.06,3.7,26.5,31.3,7,1996
4786,21,26.7,32.1,23.4,998.7,80.0,0.0,3.5,19.4,25.9,7,1996
4787,25,24.1,24.6,22.4,997.2,92.0,20.57,1.9,30.6,33.5,7,1996
4788,26,22.9,23.8,21.6,997.2,95.0,81.53,1.1,40.2,70.2,7,1996
4789,27,21.9,22.4,21.3,995.4,97.0,185.93,0.8,37.6,46.5,7,1996
4790,31,24.3,29.7,22.4,1002.2,88.0,1.02,3.5,23.7,27.8,7,1996
4791,1,24.6,28.4,22.0,1002.9,89.0,4.83,2.1,25.4,29.4,8,1996
4792,2,25.3,26.5,22.1,1001.2,85.0,13.72,2.6,24.1,25.9,8,1996
4793,3,24.4,28.4,22.1,1001.0,90.0,22.1,3.5,18.1,27.8,8,1996
4794,7,21.8,22.8,20.1,1003.0,92.0,6.6,2.3,33.3,40.7,8,1996
4795,8,22.6,23.9,21.6,1003.0,92.0,12.7,2.1,28.2,33.5,8,1996
4796,9,24.4,27.0,21.2,1002.9,84.0,5.33,4.0,23.3,31.3,8,1996
4797,13,26.0,29.6,22.0,1001.8,79.0,0.0,3.5,18.5,27.8,8,1996
4798,14,25.9,29.9,22.5,1001.4,81.0,0.25,3.5,24.6,25.9,8,1996
4799,15,27.0,31.8,24.0,1003.1,76.0,0.51,4.0,15.9,25.9,8,1996
4800,16,24.76,28.42,21.34,1003.24,83.92857142857143,7.738,3.2600000000000002,20.69333333333333,27.53333333333333,8,1996
4801,17,24.76,28.42,21.34,1003.24,83.92857142857143,7.738,3.2600000000000002,20.69333333333333,27.53333333333333,8,1996
4802,18,24.76,28.42,21.34,1003.24,83.92857142857143,7.738,3.2600000000000002,20.69333333333333,27.53333333333333,8,1996
4803,22,25.2,28.1,22.1,1006.1,82.0,0.0,3.7,25.9,38.9,8,1996
4804,23,26.3,30.2,21.5,1006.3,80.0,0.0,4.0,22.6,27.8,8,1996
4805,24,25.7,31.0,20.7,1005.5,79.0,0.0,3.7,12.2,22.2,8,1996
4806,28,25.6,32.2,20.8,1003.7,83.0,16.0,3.7,1.3,9.4,8,1996
4807,29,24.3,30.4,22.4,1003.0,83.0,7.11,3.5,14.6,20.6,8,1996
4808,30,22.3,26.1,15.0,1003.7,83.92857142857143,26.92,2.7,22.4,25.9,8,1996
4809,1,24.2,27.3,21.6,1006.5,89.0,11.43,3.2,19.6,25.9,9,1996
4810,2,24.3,27.6,21.9,1005.7,89.0,0.0,3.5,14.1,25.9,9,1996
4811,3,25.3,30.5,21.7,1005.1,83.0,0.0,4.0,13.3,20.6,9,1996
4812,7,23.5,25.2,21.8,1003.4,94.0,51.05,2.7,10.0,22.2,9,1996
4813,8,22.6,24.0,21.4,1003.3,92.0,35.81,3.2,6.3,20.6,9,1996
4814,9,24.3,28.1,21.0,1003.3,86.0,6.35,4.0,8.3,24.1,9,1996
4815,13,26.1,33.3,23.4,1004.8,88.0,0.0,3.2,4.8,24.1,9,1996
4816,14,26.1,32.5,22.4,1002.7,82.0,8.89,4.0,9.3,24.1,9,1996
4817,15,24.3,28.7,20.2,1003.2,88.0,18.29,2.9,8.3,25.9,9,1996
4818,18,25.253333333333334,30.30666666666667,21.393333333333334,1005.14,80.2,8.788,3.626666666666667,9.393333333333334,22.026666666666667,9,1996
4819,20,24.2,30.7,20.6,1006.7,79.0,0.0,3.7,10.9,24.1,9,1996
4820,21,24.3,30.6,20.0,1008.4,79.0,0.0,4.0,9.8,25.9,9,1996
4821,22,26.0,32.2,20.2,1008.3,64.0,0.0,4.0,4.1,9.4,9,1996
4822,26,28.1,35.1,21.5,1005.0,60.0,0.0,4.0,10.4,22.2,9,1996
4823,27,27.8,34.7,21.3,1005.1,63.0,0.0,4.0,7.4,20.6,9,1996
4824,28,27.7,34.1,21.9,1005.6,67.0,0.0,4.0,4.3,14.8,9,1996
4825,1,28.0,33.6,20.5,1006.2,61.0,0.0,4.0,11.7,22.2,10,1996
4826,2,27.7,32.6,23.4,1005.6,68.0,0.0,4.0,10.4,16.5,10,1996
4827,3,26.2,31.8,22.6,1002.8,79.0,3.05,4.0,5.7,20.6,10,1996
4828,7,25.7,31.4,18.6,1010.9,62.0,0.0,4.0,4.4,14.8,10,1996
4829,8,26.2,33.0,20.4,1012.7,56.0,0.0,4.0,0.0,17.72142857142857,10,1996
4830,9,25.7,33.0,17.6,1012.3,40.0,0.0,3.5,5.4,18.3,10,1996
4831,13,26.7,34.5,17.7,1013.5,45.0,0.0,4.0,2.6,11.1,10,1996
4832,14,26.2,34.0,17.8,1011.8,48.0,0.0,4.0,5.2,20.6,10,1996
4833,15,25.8,34.0,17.4,1010.9,41.0,0.0,3.7,2.8,14.8,10,1996
4834,19,23.9,33.4,15.8,1010.8,47.0,0.0,3.5,3.5,14.8,10,1996
4835,20,25.2,33.1,15.9,1009.3,44.0,0.0,3.7,6.3,20.6,10,1996
4836,21,28.1,38.8,16.5,1008.5,35.0,0.0,3.7,5.0,18.3,10,1996
4837,25,20.7,23.0,19.0,1011.6,91.0,0.51,3.7,11.7,14.8,10,1996
4838,26,22.4,27.0,18.3,1009.3,90.0,9.65,2.9,8.0,14.8,10,1996
4839,27,22.7,26.1,19.0,1008.2,81.0,43.43,3.4,12.2,25.9,10,1996
4840,28,25.413333333333334,31.953333333333333,18.7,1009.6266666666667,59.2,3.776,3.74,6.326666666666666,17.72142857142857,10,1996
4841,1,24.7,32.9,14.6,1010.5,40.0,0.0,4.0,4.8,11.1,11,1996
4842,2,23.9,31.4,14.4,1010.6,41.0,0.0,4.0,1.5,11.1,11,1996
4843,3,24.1,32.9,14.2,1010.4,41.0,0.0,4.0,2.6,18.3,11,1996
4844,7,20.6,30.0,13.7,1012.8,41.0,0.0,3.2,4.8,22.2,11,1996
4845,8,23.8,31.4,14.2,1012.9,44.0,0.0,3.4,4.8,18.3,11,1996
4846,9,25.3,32.3,17.3,1011.9,63.0,0.0,3.7,3.1,18.3,11,1996
4847,13,21.3,30.4,14.6,1013.0,50.0,0.0,4.8,9.3,24.1,11,1996
4848,14,21.8,29.6,13.0,1015.9,46.0,0.0,3.7,3.1,14.8,11,1996
4849,15,21.4,29.0,13.9,1018.2,47.0,0.0,3.4,9.1,25.9,11,1996
4850,19,19.7,29.8,9.8,1015.9,38.0,0.0,3.7,6.5,22.2,11,1996
4851,20,20.1,30.8,11.9,1015.5,41.0,0.0,3.7,5.9,14.8,11,1996
4852,21,20.5,29.5,11.7,1014.6,45.0,0.0,3.7,6.5,18.3,11,1996
4853,25,22.5,31.9,12.5,1012.5,42.0,0.0,3.7,2.0,11.1,11,1996
4854,26,20.9,30.0,13.6,1013.1,46.0,0.0,3.5,3.3,14.8,11,1996
4855,27,23.1,32.4,13.8,1011.6,35.0,0.0,3.7,6.3,18.3,11,1996
4856,1,21.8,29.8,16.6,1012.6,45.0,0.0,4.0,0.7,3.5,12,1996
4857,2,20.7,29.9,14.0,1012.9,50.0,0.0,3.7,5.7,20.6,12,1996
4858,3,19.4,27.6,13.0,1014.6,48.0,0.0,3.7,6.3,22.2,12,1996
4859,7,18.7,28.3,11.0,1018.0,46.0,0.0,4.3,13.1,20.6,12,1996
4860,8,18.3,25.5,9.3,1018.4,44.0,0.0,3.2,17.4,22.2,12,1996
4861,9,15.0,25.0,7.5,1017.3,37.0,0.0,3.7,7.2,20.6,12,1996
4862,13,15.6,28.8,6.6,1016.4,39.0,0.0,3.7,3.5,16.5,12,1996
4863,14,17.9,29.3,7.1,1015.0,37.0,0.0,3.4,5.7,18.3,12,1996
4864,15,15.7,28.2,8.0,1014.3,44.0,0.0,3.5,1.3,16.5,12,1996
4865,19,18.7,28.5,9.9,1017.4,38.0,0.0,9.3,7.4,24.1,12,1996
4866,20,18.4,27.3,11.5,1017.8,40.0,0.0,3.1,5.0,22.2,12,1996
4867,21,17.4,27.4,10.4,1018.0,44.0,0.0,3.7,5.0,14.8,12,1996
4868,25,21.2,31.4,13.4,1015.8,40.0,0.0,3.7,8.3,20.6,12,1996
4869,26,19.9,27.6,13.2,1016.6,49.0,0.0,3.7,4.3,9.4,12,1996
4870,27,20.8,28.9,13.6,1017.5,49.0,0.0,3.7,6.1,18.3,12,1996
4871,31,17.7,27.4,8.4,1019.5,48.0,0.0,3.5,5.9,14.8,12,1996
4872,1,15.8,26.9,8.9,1019.6,51.0,0.0,3.5,3.9,24.1,1,1997
4873,2,16.8,28.0,7.3,1016.8,45.0,0.0,3.7,0.9,3.5,1,1997
4874,3,18.1,27.8,8.0,1016.0,40.0,0.0,4.5,4.4,16.5,1,1997
4875,7,17.7,23.9,12.4,1018.3,44.0,0.0,2.9,10.6,20.6,1,1997
4876,8,14.9,18.8,12.3,1020.1,64.0,0.25,2.9,11.7,20.6,1,1997
4877,9,15.5,24.1,9.5,1019.4,49.0,0.0,3.1,12.4,24.1,1,1997
4878,13,20.4,27.0,11.5,1015.0,52.0,0.0,3.5,12.6,35.2,1,1997
4879,14,19.1,26.4,12.4,1015.0,70.0,7.62,3.5,7.4,20.6,1,1997
4880,15,17.3,26.1,12.0,1016.0,53.0,0.0,3.1,8.3,27.8,1,1997
4881,19,16.6,27.4,11.3,1012.1,69.0,0.0,3.7,20.4,29.4,1,1997
4882,20,14.1,22.4,7.2,1012.8,53.0,0.0,3.2,6.7,14.8,1,1997
4883,21,14.5,22.6,5.4,1015.7,38.0,0.0,3.5,6.1,14.8,1,1997
4884,25,17.6,25.4,9.1,1013.6,41.0,0.0,3.7,10.7,16.5,1,1997
4885,26,18.5,29.2,8.5,1014.6,46.0,0.0,3.7,5.4,16.5,1,1997
4886,27,21.7,30.6,11.6,1014.0,42.0,0.0,3.7,8.0,22.2,1,1997
4887,31,18.1,27.4,9.9,1011.5,41.0,0.0,3.7,15.4,27.8,1,1997
4888,1,18.2,26.6,8.3,1012.1,42.0,0.0,3.5,4.3,11.1,2,1997
4889,2,19.7,29.2,10.1,1009.0,45.0,0.0,4.0,19.1,40.7,2,1997
4890,3,20.5,34.4,11.4,1010.2,51.0,0.0,3.7,9.4,25.9,2,1997
4891,7,17.9,27.4,9.0,1014.1,33.0,0.0,3.5,6.5,14.8,2,1997
4892,8,19.8,30.1,9.8,1009.5,34.0,0.0,4.0,18.3,35.2,2,1997
4893,9,18.2,27.7,11.2,1009.7,38.0,0.0,3.5,10.0,22.2,2,1997
4894,13,18.6,29.0,7.4,1016.0,33.0,0.0,3.5,6.1,16.5,2,1997
4895,14,23.6,33.0,12.8,1012.2,27.0,0.0,4.0,15.2,25.9,2,1997
4896,15,22.8,32.0,14.3,1010.5,37.0,0.0,4.0,23.5,29.4,2,1997
4897,19,19.4,28.0,10.7,1013.3,38.0,0.0,4.0,12.6,14.8,2,1997
4898,20,18.3,27.5,11.8,1016.5,42.0,0.0,3.7,8.5,20.6,2,1997
4899,21,20.4,27.6,10.9,1016.5,34.0,0.0,3.5,7.6,22.2,2,1997
4900,25,28.5,36.6,16.7,1012.3,24.0,0.0,4.0,21.3,29.4,2,1997
4901,26,25.3,35.6,17.0,1012.0,27.0,0.0,4.0,16.7,33.5,2,1997
4902,27,24.6,33.8,16.2,1013.2,29.0,0.0,3.7,9.3,25.9,2,1997
4903,1,26.2,37.0,15.1,1013.1,23.0,0.0,3.7,3.1,14.8,3,1997
4904,2,25.8,36.3,16.0,1013.0,26.0,0.0,3.7,2.8,5.4,3,1997
4905,3,26.2,35.8,15.0,1014.2,28.0,0.0,3.5,4.3,14.8,3,1997
4906,7,24.6,35.0,17.3,1015.5,31.0,0.0,3.5,4.6,20.6,3,1997
4907,8,26.4,35.6,16.4,1015.1,27.0,0.0,3.7,4.4,18.3,3,1997
4908,9,25.6,34.9,17.9,1014.3,28.0,0.0,3.5,5.6,18.3,3,1997
4909,13,27.7,37.1,19.5,1008.3,25.0,0.0,4.0,16.7,27.8,3,1997
4910,14,27.6,36.9,16.7,1008.7,27.0,0.0,3.7,15.0,29.4,3,1997
4911,15,26.2,35.8,19.6,1011.8,33.0,0.0,4.0,14.1,24.1,3,1997
4912,19,25.9,33.4,18.1,1010.3,30.0,0.0,4.0,14.8,25.9,3,1997
4913,20,25.6,34.5,19.6,1009.1,37.0,0.0,4.0,20.0,31.3,3,1997
4914,21,25.1,32.4,18.6,1009.4,42.0,0.0,4.0,26.7,33.5,3,1997
4915,25,26.9,33.6,15.9,1010.5,15.0,0.0,3.5,15.2,27.8,3,1997
4916,26,25.1,31.0,20.4,1011.4666666666667,23.0,0.0,4.0,4.6,14.8,3,1997
4917,27,27.6,36.2,18.4,1010.4,19.0,0.0,3.7,5.7,18.3,3,1997
4918,31,28.1,36.8,15.7,1008.3,19.0,0.0,4.0,15.6,27.8,3,1997
4919,1,26.9,36.4,19.8,1007.2,27.0,0.0,4.0,14.8,31.3,4,1997
4920,2,21.6,29.7,17.4,1007.9,64.0,0.76,4.0,12.8,24.1,4,1997
4921,3,24.1,30.7,14.7,1008.5,45.0,0.0,4.0,17.8,29.4,4,1997
4922,7,28.9,37.3,16.8,1008.4,18.0,0.0,4.0,10.9,22.2,4,1997
4923,8,26.5,38.5,19.1,1007.6,20.0,0.0,4.0,19.4,25.9,4,1997
4924,9,27.8,37.3,20.0,1007.5,18.0,0.0,4.0,25.0,27.8,4,1997
4925,13,29.9,38.1,22.0,1008.0,21.0,0.0,4.0,23.0,33.5,4,1997
4926,14,28.1,38.0,18.8,1007.8,23.0,0.0,4.0,25.9,48.2,4,1997
4927,15,28.9,34.8,20.4,1009.1,31.0,0.0,4.0,21.9,29.4,4,1997
4928,19,29.2,36.8,22.0,1009.6,24.0,0.0,4.0,17.4,33.5,4,1997
4929,20,29.8,37.5,23.4,1008.8,24.0,0.0,4.0,16.7,27.8,4,1997
4930,21,29.1,39.0,20.0,1007.7,25.0,1.02,4.0,17.8,27.8,4,1997
4931,25,32.1,40.4,25.8,1005.8,20.0,0.0,4.0,16.3,27.8,4,1997
4932,26,31.6,38.4,22.7,1006.7,22.0,0.0,4.0,14.8,29.4,4,1997
4933,27,30.6,37.0,25.0,1008.4,28.0,0.0,4.0,16.1,33.5,4,1997
4934,1,27.2,35.7,22.5,1010.9,39.0,0.51,4.0,13.3,20.6,5,1997
4935,2,29.4,36.0,20.0,1008.7,29.0,0.0,4.0,9.8,22.2,5,1997
4936,3,30.6,37.8,20.1,1006.8,25.0,0.0,3.7,15.4,29.4,5,1997
4937,7,30.9,39.5,22.1,1004.9,31.0,0.0,4.0,16.9,25.9,5,1997
4938,8,32.2,39.8,22.7,1005.5,27.0,0.0,4.0,24.3,31.3,5,1997
4939,9,31.8,39.8,23.6,1005.0,28.0,0.0,4.0,18.5,29.4,5,1997
4940,13,32.2,40.6,22.8,1004.1,27.0,0.0,4.0,21.3,29.4,5,1997
4941,14,30.4,42.0,22.2,1005.2,25.0,0.0,4.0,19.4,27.8,5,1997
4942,15,34.8,42.3,21.6,1004.0,21.0,0.0,3.5,23.3,42.4,5,1997
4943,17,31.713333333333335,39.70666666666666,23.28666666666667,1005.52,31.466666666666665,0.034,3.9466666666666668,22.386666666666667,32.27333333333333,5,1997
4944,18,31.713333333333335,39.70666666666666,23.28666666666667,1005.52,31.466666666666665,0.034,3.9466666666666668,22.386666666666667,32.27333333333333,5,1997
4945,19,31.713333333333335,39.70666666666666,23.28666666666667,1005.52,31.466666666666665,0.034,3.9466666666666668,22.386666666666667,32.27333333333333,5,1997
4946,22,32.7,39.9,26.0,1005.0,41.0,0.0,4.0,20.7,29.4,5,1997
4947,23,33.5,40.9,26.5,1005.0,33.0,0.0,4.0,24.3,29.4,5,1997
4948,24,33.6,42.0,24.6,1004.2,30.0,0.0,4.0,24.8,33.5,5,1997
4949,28,33.5,40.5,25.4,1004.5,32.0,0.0,4.0,38.2,50.0,5,1997
4950,29,32.3,40.0,24.6,1003.9,40.0,0.0,4.0,35.4,48.2,5,1997
4951,30,30.6,38.8,24.6,1005.1,44.0,0.0,4.0,30.2,35.2,5,1997
4952,1,29.1,35.6,22.7,1006.6,38.0,0.0,4.0,32.8,55.4,6,1997
4953,2,30.4,36.1,22.6,1006.7,43.0,0.0,4.0,32.8,42.4,6,1997
4954,3,28.1,33.2,23.9,1008.9,55.0,0.0,4.0,29.8,40.7,6,1997
4955,7,31.6,38.0,25.5,1006.6,46.0,0.0,4.0,22.4,27.8,6,1997
4956,8,32.3,39.0,25.1,1006.3,45.0,0.0,4.0,25.0,27.8,6,1997
4957,9,32.1,37.9,25.0,1005.1,43.0,0.25,4.0,29.8,42.4,6,1997
4958,13,30.6,38.4,26.6,1004.4,52.0,0.51,3.7,15.6,25.9,6,1997
4959,14,30.3,38.8,24.4,1003.2,53.0,0.51,4.0,13.9,29.4,6,1997
4960,15,29.1,35.6,23.6,1003.7,67.0,17.02,4.0,5.9,25.9,6,1997
4961,19,28.9,35.0,24.0,1001.4,62.0,0.0,4.0,9.4,42.4,6,1997
4962,20,28.0,35.1,23.0,1003.4,67.0,53.09,3.2,17.0,22.2,6,1997
4963,21,26.4,33.5,21.8,1005.3,80.0,0.51,4.0,20.4,33.5,6,1997
4964,25,24.7,28.1,22.4,997.2,85.0,7.87,3.5,30.7,44.3,6,1997
4965,26,23.9,28.6,22.4,997.6,90.0,1.02,3.1,33.0,44.3,6,1997
4966,27,25.1,29.5,22.0,996.5,87.0,0.25,3.2,31.5,46.5,6,1997
4967,1,29.3,36.0,23.4,998.0,66.0,0.0,3.7,24.1,29.4,7,1997
4968,2,26.9,35.1,21.5,998.2,77.0,0.0,4.0,21.3,27.8,7,1997
4969,3,27.8,36.0,23.0,999.5,73.0,37.08,3.5,27.4,40.7,7,1997
4970,7,25.9,28.6,23.4,999.2,86.0,0.0,4.0,22.6,27.8,7,1997
4971,8,25.8,29.6,22.8,1000.3,82.0,0.0,4.0,21.9,29.4,7,1997
4972,9,25.6,30.0,22.8,1000.6,86.0,10.92,3.4,28.3,37.0,7,1997
4973,13,26.4,30.6,23.5,1001.9,77.0,0.0,3.4,28.0,33.5,7,1997
4974,14,26.5,31.0,22.8,1003.1,76.0,0.76,4.0,26.7,35.2,7,1997
4975,15,25.8,28.4,23.2,1001.2,81.0,0.0,3.1,25.9,33.5,7,1997
4976,19,24.7,28.9,22.7,1003.6,90.0,20.07,3.1,24.4,29.4,7,1997
4977,20,25.7,29.9,22.7,1004.1,83.0,0.25,3.4,23.0,27.8,7,1997
4978,21,25.0,29.0,23.4,1005.3,85.0,0.0,4.0,21.7,31.3,7,1997
4979,25,23.6,24.0,23.2,1000.4,96.0,13.97,1.3,34.1,55.4,7,1997
4980,26,22.2,23.2,21.0,1000.0,96.0,195.07,1.3,32.2,40.7,7,1997
4981,27,24.4,27.3,20.8,1001.2,91.0,42.93,2.6,28.2,35.2,7,1997
4982,31,25.4,29.3,23.6,995.2,93.0,12.95,3.2,19.6,27.8,7,1997
4983,1,23.9,25.1,22.2,995.9,94.0,4.06,2.1,33.7,50.0,8,1997
4984,2,24.4,27.0,22.3,1001.2,91.0,9.91,3.4,30.0,33.5,8,1997
4985,3,25.6,29.0,23.0,1002.0,84.0,3.05,3.7,28.5,35.2,8,1997
4986,7,25.413333333333334,30.166666666666668,22.593333333333334,1003.5066666666667,85.93333333333334,4.521333333333334,3.7066666666666666,21.666666666666668,30.526666666666667,8,1997
4987,8,25.2,30.3,21.4,1005.8,81.0,4.06,3.7,21.9,33.5,8,1997
4988,9,26.4,31.5,21.2,1007.8,78.0,0.0,6.0,17.2,25.9,8,1997
4989,10,25.1,30.0,22.6,1007.2,87.0,4.06,4.0,18.3,33.5,8,1997
4990,14,26.1,30.6,22.5,1006.9,83.0,0.0,4.0,21.1,25.9,8,1997
4991,15,26.4,30.1,22.2,1007.6,83.0,0.0,3.7,21.1,29.4,8,1997
4992,16,24.9,28.2,22.8,1007.7,88.0,0.0,3.7,19.8,27.8,8,1997
4993,20,26.8,32.0,22.6,1002.8,78.0,1.02,3.7,19.1,24.1,8,1997
4994,21,25.6,29.8,22.7,1002.6,88.0,17.02,3.2,13.9,22.2,8,1997
4995,22,25.6,30.8,23.8,998.1,88.0,19.05,3.5,21.7,27.8,8,1997
4996,26,24.6,27.5,23.0,1000.9,91.0,2.03,4.0,20.7,33.5,8,1997
4997,27,25.7,39.4,24.0,1003.3,87.0,0.51,4.0,17.4,27.8,8,1997
4998,28,24.9,31.2,22.6,1002.8,88.0,3.05,2.9,20.6,27.8,8,1997
4999,1,25.1,29.2,21.4,1006.7,86.0,0.0,3.7,23.2,29.4,9,1997
5000,2,24.7,29.9,20.6,1006.3,82.0,0.0,3.7,18.1,25.9,9,1997
5001,3,24.4,31.0,20.8,1006.7,85.0,0.0,3.5,18.1,27.8,9,1997
5002,7,25.9,32.0,20.7,1007.8,76.0,0.0,3.7,12.0,20.6,9,1997
5003,8,25.19333333333333,30.48,21.613333333333333,1007.58,82.8,2.5060000000000002,3.626666666666667,14.64,24.44,9,1997
5004,9,24.7,27.3,23.2,1005.0,87.0,0.0,4.0,20.4,27.8,9,1997
5005,10,26.4,31.0,22.2,1006.4,76.0,0.0,4.0,18.9,27.8,9,1997
5006,14,24.2,27.0,21.5,1009.0,91.0,0.0,3.5,8.5,16.5,9,1997
5007,15,24.7,28.2,21.7,1008.8,90.0,19.05,3.5,22.2,27.8,9,1997
5008,16,24.1,28.3,22.6,1008.7,91.0,5.08,3.4,18.1,24.1,9,1997
5009,20,26.6,31.9,22.0,1009.1,78.0,0.0,3.7,7.2,20.6,9,1997
5010,21,25.3,31.0,23.0,1008.2,81.0,2.03,3.7,4.4,22.2,9,1997
5011,22,25.8,32.4,22.0,1007.7,81.0,0.51,4.0,3.9,18.3,9,1997
5012,26,26.8,34.1,21.7,1006.4,78.0,0.0,3.2,18.5,25.9,9,1997
5013,27,24.3,32.0,21.6,1007.5,86.0,10.92,3.1,9.6,27.8,9,1997
5014,28,24.9,31.9,19.2,1009.4,74.0,0.0,3.7,16.5,24.1,9,1997
5015,1,24.3,32.0,17.6,1012.9,71.0,0.0,3.7,10.6,25.9,10,1997
5016,2,24.2,32.1,18.1,1013.8,68.0,0.0,4.0,11.1,22.2,10,1997
